id,title,employer,location,published,description,webpage_url
31471248,FPGA-utvecklare,Procruitment AB,Linköping,2026-09-14T08:45:12,"Om kunden
Vår kund är ett etablerat teknikkonsultbolag som arbetar med avancerad produktutveckling och ingenjörstjänster. Genom långsiktiga uppdrag hos ledande industribolag får medarbetarna möjlighet att utveckla specialistkompetens och arbeta i några av Sveriges mest teknikintensiva miljöer. 
Bola",https://arbetsformedlingen.se/platsbanken/annonser/31471248
31467031,FPGA-utvecklare,Framtiden i Sverige AB,Stockholm,2026-09-11T13:11:24,"Vill du arbeta med avancerad FPGA-utveckling i teknikens absoluta framkant? Nu söker vår kund en FPGA-utvecklare som vill vara med och utveckla komplexa system med stor betydelse för framtidens säkerhet och försvar. Här får du arbeta i ett erfaret team där teknisk kompetens, innovation och samarbete",https://arbetsformedlingen.se/platsbanken/annonser/31467031
31439828,Utvecklare - EcoGuard,Oak Consultant Group AB,Örebro,2026-09-04T14:05:55,"EcoGuard söker utvecklare som vill bygga framtidens proptechplattform
EcoGuard är en helhetsleverantör av produkter, tjänster och support för mätning. Genom innovativa produkter och marknadens bästa service digitaliserar vi Sveriges fastighetsbestånd. Vi är idag 88 anställda och våra ledord beskrive",https://arbetsformedlingen.se/platsbanken/annonser/31439828
31379884,ServiceNow-utvecklare,Synteda AB,Göteborg,2026-08-21T08:34:25,"Vilka är vi?
Unibase är ett växande IT-företag med passion för att skapa värde för våra kunder genom smarta tekniska lösningar. Vi arbetar med spännande projekt och samarbetar med kunniga kollegor. Nu söker vi dig som vill vara med och göra skillnad genom att utveckla och förvalta lösningar i Servic",https://arbetsformedlingen.se/platsbanken/annonser/31379884
31290281,.NET-utvecklare,Knightec Group Software and Cloud AB,Göteborg,2026-07-23T11:23:04,"Därför är detta jobb för dig
Vi söker fler erfarna kollegor med kompetens inom C#/.NET som är nyfikna på rollen som konsult. Du vill arbeta i en miljö där teknik, människa och affär hänger ihop. Här finns utrymme att utvecklas både tekniskt och som konsult, i ett team där vi delar kunskap och stötta",https://arbetsformedlingen.se/platsbanken/annonser/31290281
30882560,iOS-utvecklare,SwedQ AB,Stockholm,2026-04-09T15:33:11,"Providing Value & Impact - SwedQ.

SwedQ is a consultancy company that has lately proven to have a unique model for those who want to grow, create a legacy, and take on challenges that both add and gain value. Year after year, we have managed to serve clients within a wide range of industries (inten",https://arbetsformedlingen.se/platsbanken/annonser/30882560
31504434,AI Engineer - ADAS AI Agents,Luxoft Sweden AB,Göteborg,2026-09-22T09:38:20,"Graduate AI Engineer – ADAS AI Agents
Are you passionate about Artificial Intelligence, Machine Learning, and the future of automotive technology? Do you want to help shape the next generation of connected, autonomous, and electric vehicles?
DXC Luxoft is a global leader in software engineering and ",https://arbetsformedlingen.se/platsbanken/annonser/31504434
31478374,AI-arkitekt för AI-plattform,Agile Resources AB,Göteborg,2026-09-15T11:15:14,"Bygg och vidareutveckla en säker AI-plattform för europeiska verksamheter. Du får kombinera AI-arkitektur, molnteknik och integration i en internationell fordonsnära miljö.
Vill du forma arkitekturen för en modern AI-plattform i en komplex internationell miljö? I rollen får du skapa säkra, skalbara ",https://arbetsformedlingen.se/platsbanken/annonser/31478374
31499139,AI Expert,The Link Factor AB,Stockholm,2026-09-21T09:51:00,"About the Role
As an AI Expert at Link, you are expected to be a Machine Learning generalist with a startup mindset. You will be working in a diverse team of people with different backgrounds, ranging from our own Robotics and Machine Learning experts to engineers from partner companies.
You will pr",https://arbetsformedlingen.se/platsbanken/annonser/31499139
31329073,Amanuenser inom maskininlärning (AI-satsning),LULEÅ TEKNISKA UNIVERSITET,Luleå,2026-08-07T12:19:39,"Vill du ha en roll där ditt arbete verkligen gör skillnad? Hos oss blir du en viktig del av en internationell kunskapsmiljö där du stöttar forskning och utbildning i framkant. Du får trygga villkor, generösa förmåner och goda möjligheter att utvecklas i din yrkesroll, samtidigt som du bidrar till nå",https://arbetsformedlingen.se/platsbanken/annonser/31329073
31188530,Doktorand i härdoptimering med maskininlärning,UPPSALA UNIVERSITET,Uppsala,2026-06-17T11:33:42,"Vill du arbeta med maskininlärning, optimering och reaktorfysik, med stöd av kompetenta och trevliga kollegor i en internationell miljö? Vill du bidra till utvecklingen av avancerade beräkningsmetoder för framtidens kärnkraftssystem? Vill du ha en arbetsgivare som satsar på ett hållbart medarbetarsk",https://arbetsformedlingen.se/platsbanken/annonser/31188530
31464869,Postdoktor (2 år) inom datasekretess och maskininlärning,Umeå Universitet,Umeå,2026-09-11T09:07:34,"Umeå universitet är ett av Sveriges största lärosäten med över 41 500 studenter och cirka 4 600 anställda.
Är du intresserad av att veta mer? Läs mer om Umeå universitet som arbetsplats.
Till vår institution, som bedriver forskning på högsta internationella nivå och tillhandahåller ett flertal högkv",https://arbetsformedlingen.se/platsbanken/annonser/31464869
31369498,Doktorand i modellering av kärnbränsleprestanda med maskininlärning,UPPSALA UNIVERSITET,Uppsala,2026-08-19T09:18:57,Projektet genomförs inom kompetenscentrumet ANItA (Academic-industrial Nuclear technology Initiative to Achieve a sustainable energy future). Du kommer att ingå i en gemensam akademisk och industriell forskningsmiljö med handledning från både Uppsala universitet och industripartner. Genom det nära s,https://arbetsformedlingen.se/platsbanken/annonser/31369498
31470770,Postdoktor i maskininlärning för utveckling av nya halvledarmaterial,Lunds Universitet,Lund,2026-09-14T07:50:57,"Lunds universitet grundades 1666 och rankas återkommande som ett av världens främsta lärosäten. Här finns omkring 46 000 studenter och 8 500 medarbetare i Lund, Helsingborg och Malmö. Vi förenas i vår strävan att förstå, förklara och förbättra vår värld och människors villkor.
Beskrivning av arbetsp",https://arbetsformedlingen.se/platsbanken/annonser/31470770
31464767,Doktorand inom maskininlärning av geometriska representationer vid ISY,Linköpings Universitet,Linköping,2026-09-11T08:53:59,"Vi har kraften från över 50 000 studenter och medarbetare. Studenter som ger framtidshopp. Medarbetare som varje dag bidrar till att Linköpings universitet tar sig an samtidens utmaningar. Vår värdegrund vilar på trovärdighet, tillit och trygghet. Genom att vara modiga, tänka fritt och göra nytt ska",https://arbetsformedlingen.se/platsbanken/annonser/31464767
31504906,Senior Analytiker Data Governance,Inspektionen För Vård och Omsorg,Stockholm,2026-09-22T10:33:21,"Inspektionen för vård och omsorg (IVO) befinner sig i en utvecklingsfas där vårt uppdrag växer och ställer ökade krav på vår tillsyn. För att möta detta stärker vi nu vår verksamhet och söker en senior analytiker med inriktning mot datastyrning
 
Om jobbet
Analysavdelningen har en central roll i IVO",https://arbetsformedlingen.se/platsbanken/annonser/31504906
31504688,AI & Software Engineer,Akkodis Sweden AB,Göteborg,2026-09-22T10:07:54,"Vi söker nu en AI & Software Engineer till ett spännande uppdrag inom utveckling och användning av AI för att effektivisera framtidens mjukvaruutveckling. Här får du kombinera software engineering, machine learning och LLM-teknik i en praktisk och utvecklingsorienterad miljö. Varmt välkommen med din",https://arbetsformedlingen.se/platsbanken/annonser/31504688
31501697,Postdoktor inom beräkningskemi och strukturbaserad läkemedelsdesign,Uppsala Universitet,Uppsala,2026-09-21T14:38:10,"Vill du arbeta med läkemedelsutveckling, med stöd av kompetenta och trevliga kollegor i en internationell miljö? Vill du ha en arbetsgivare som satsar på ett hållbart medarbetarskap och erbjuder trygga, förmånliga arbetsvillkor? Välkommen att söka anställning som postdoktor på Uppsala universitet.
I",https://arbetsformedlingen.se/platsbanken/annonser/31501697
31496537,AI/ML Backendutvecklare till konsultbolag,Nordicrule AB,Stockholm,2026-09-18T16:15:22,"Vill du ta nästa steg som backendutvecklare och bygga din karriär inom AI och generativ AI? Vi söker nu en AI/ML-orienterad backendutvecklare till ett snabbväxande svenskt AI-konsultbolag där du får arbeta hands-on med moderna AI-lösningar i skarpa kundprojekt.
Här får du kombinera backendutveckling",https://arbetsformedlingen.se/platsbanken/annonser/31496537
31493827,Postdoktor i folkhälsovetenskap med fokus på bioinformatik,Karlstads Universitet,Karlstad,2026-09-18T11:34:09,"Beskrivning
Folkhälsovetenskap tillhör institutionen för hälsovetenskaper vid fakulteten för hälsa, natur- och teknikvetenskap vid Karlstads universitet. Inom ämnet bedrivs forskning och utbildning med fokus på barns liv och hälsa inom tre medicinska spår; ett miljömedicinspår med fokus på miljöfakt",https://arbetsformedlingen.se/platsbanken/annonser/31493827
31491273,Azure-arkitekt med fokus på AI,B3 Consulting Group AB (publ),Göteborg,2026-09-17T17:36:31,"B3 Cloud satsar stort på AI med språkmodeller i Azure AI Foundry, egna agenter och RAG-lösningar mot verksamhetens data. Nu söker vi en expertkonsult inom Azure-arkitektur som vill vara med och bygga säkra och skalbara Azure- och AI-lösningar för våra kunder.
Som Azure-arkitekt hos B3 Cloud får du e",https://arbetsformedlingen.se/platsbanken/annonser/31491273
31491134,Senior Embedded Software Engineer – AI och LLM,Agile Resources AB,Göteborg,2026-09-17T16:49:19,"Utveckla AI-drivna lösningar som effektiviserar mjukvaruutveckling. Kombinera Python, automation och LLM:er i en senior roll nära flera utvecklingsteam.
Vill du använda AI för att göra ingenjörs- och mjukvaruutveckling smartare och mer effektiv? I denna seniora roll utvecklar du lösningar som kombin",https://arbetsformedlingen.se/platsbanken/annonser/31491134
31491126,Embedded Software Application Engineer – AI och LLM,Agile Resources AB,Göteborg,2026-09-17T16:48:55,"Var med och utveckla AI-stödda utvecklingsverktyg som effektiviserar mjukvaruutveckling inom fordonsindustrin.
Vill du bidra till nästa steg inom AI-stödd mjukvaruutveckling? I den här rollen utvecklar du lösningar som kombinerar klassisk automation med stora språkmodeller för att göra ingenjörsarbe",https://arbetsformedlingen.se/platsbanken/annonser/31491126
31490702,Data Scientist / ML Engineer,Skatteverket,Göteborg,2026-09-17T15:47:38,Vill du använda AI och maskininlärning för att bidra till bekämpningen av ekonomisk brottslighet? Skatteverket söker en erfaren Data Scientist / ML Engineer som vill vara med och utveckla AI- och ML-baserade tjänster för avancerad analys inom brottsbekämpning. Du får arbeta med komplexa informations,https://arbetsformedlingen.se/platsbanken/annonser/31490702
31490558,Doktorander i maskinteknik,Blekinge Tekniska Högskola,Karlskrona,2026-09-17T15:31:06,"Blekinge Tekniska Högskola är en plats för nyfikenhet och uppfinningsrikedom med campus mitt i den blekingska skärgården. Här erbjuder vi utbildning från grundnivå till doktorsexamen och bedriver tillämpad forskning i världsklass. Vi förändrar och gör skillnad. Vill du bli en av oss?
 
Arbetsbeskriv",https://arbetsformedlingen.se/platsbanken/annonser/31490558
